Symbol,Path,Description
HAPVW400,BVMF-Equities\HAPVW400,"HAPVE       ON   60,00"
HAPVK600,BVMF-Equities\HAPVK600,"HAPV        ON   90,00"
HAPVX400,BVMF-Equities\HAPVX400,"HAPVE       ON   60,00"
HAPVK450E,BVMF-Equities\HAPVK450E,"HAPV        ON   67,50"
HAPVW600,BVMF-Equities\HAPVW600,"HAPVE       ON   90,00"
HAPVL400,BVMF-Equities\HAPVL400,"HAPV        ON   60,00"
HAPVX600,BVMF-Equities\HAPVX600,"HAPVE       ON   90,00"
HAPVX350,BVMF-Equities\HAPVX350,"HAPVE       ON   52,50"
HAPVK400,BVMF-Equities\HAPVK400,"HAPV        ON   60,00"
B3SAB109E,BVMF-Equities\B3SAB109E,"B3SA    /EJ ON   10,82"
HAPVM500,BVMF-Equities\HAPVM500,"HAPVE       ON   75,00"
HAPVA350,BVMF-Equities\HAPVA350,"HAPV        ON   52,50"
HAPVA600,BVMF-Equities\HAPVA600,"HAPV        ON   90,00"
BBASI285E,BVMF-Equities\BBASI285E,"BBAS        ON   28,18"
USIMD700,BVMF-Equities\USIMD700,"USIM        PNA   7,00"
USIMP500,BVMF-Equities\USIMP500,"USIME       PNA   5,00"
USIMD500,BVMF-Equities\USIMD500,"USIM        PNA   5,00"
USIMP400,BVMF-Equities\USIMP400,"USIME       PNA   4,00"
USIMD600,BVMF-Equities\USIMD600,"USIM        PNA   6,00"
USIMP600,BVMF-Equities\USIMP600,"USIME       PNA   6,00"
USIMD400,BVMF-Equities\USIMD400,"USIM        PNA   4,00"
USIMD600E,BVMF-Equities\USIMD600E,"USIM        PNA   6,00"
USIMP700,BVMF-Equities\USIMP700,"USIME       PNA   7,00"
USIMD500E,BVMF-Equities\USIMD500E,"USIM        PNA   5,00"
B3SAL161,BVMF-Equities\B3SAL161,"B3SA    /EJ ON   16,02"
B3SAX151,BVMF-Equities\B3SAX151,"B3SAE   /EJ ON   15,02"
B3SAL151,BVMF-Equities\B3SAL151,"B3SA    /EJ ON   15,02"
B3SAI117E,BVMF-Equities\B3SAI117E,"B3SA        ON   11,63"
B3SAI137E,BVMF-Equities\B3SAI137E,"B3SA        ON   13,63"
B3SAM156,BVMF-Equities\B3SAM156,"B3SAE   /EJ ON   15,52"
B3SAA156,BVMF-Equities\B3SAA156,"B3SAE   /EJ ON   15,52"
B3SAX161,BVMF-Equities\B3SAX161,"B3SAE   /EJ ON   16,02"
BBASI290E,BVMF-Equities\BBASI290E,"BBAS        ON   28,68"
BBASJ274E,BVMF-Equities\BBASJ274E,"BBAS        ON   27,07"
B3SAL151E,BVMF-Equities\B3SAL151E,"B3SA    /EJ ON   15,02"
BBASI26E,BVMF-Equities\BBASI26E,"BBAS        ON   25,68"
B3SAL161E,BVMF-Equities\B3SAL161E,"B3SA    /EJ ON   16,02"
BBASI305E,BVMF-Equities\BBASI305E,"BBAS        ON   30,18"
USIMD700E,BVMF-Equities\USIMD700E,"USIM        PNA   7,00"
B3SAX124,BVMF-Equities\B3SAX124,"B3SAE   /EJ ON   12,27"
BBASK277E,BVMF-Equities\BBASK277E,"BBAS        ON   27,42"
B3SAL124,BVMF-Equities\B3SAL124,"B3SAE   /EJ ON   12,27"
BBASQ13,BVMF-Equities\BBASQ13,"BBASE       ON   12,64"
BBASE13,BVMF-Equities\BBASE13,"BBASE       ON   12,64"
BBASL343,BVMF-Equities\BBASL343,"BBASE       ON   33,94"
BBASP264,BVMF-Equities\BBASP264,"BBASE       ON   26,11"
BBASD264,BVMF-Equities\BBASD264,"BBASE       ON   26,11"
BBASX343,BVMF-Equities\BBASX343,"BBASE       ON   33,94"
BBASJ279E,BVMF-Equities\BBASJ279E,"BBAS        ON   27,57"
BBASM261,BVMF-Equities\BBASM261,"BBASE       ON   25,81"
BBASA261,BVMF-Equities\BBASA261,"BBASE       ON   25,81"
BBASD269,BVMF-Equities\BBASD269,"BBASE       ON   26,61"
BBASM276,BVMF-Equities\BBASM276,"BBASE       ON   27,31"
BBASA276,BVMF-Equities\BBASA276,"BBASE       ON   27,31"
BBASK317E,BVMF-Equities\BBASK317E,"BBAS        ON   31,42"
BBASP269,BVMF-Equities\BBASP269,"BBASE       ON   26,61"
BBASI315E,BVMF-Equities\BBASI315E,"BBAS        ON   31,18"
BBASX223,BVMF-Equities\BBASX223,"BBASE       ON   21,94"
BBASL223,BVMF-Equities\BBASL223,"BBASE       ON   21,94"
BBASJ309E,BVMF-Equities\BBASJ309E,"BBAS        ON   30,57"
BBASL193,BVMF-Equities\BBASL193,"BBASE       ON   18,94"
BBASX193,BVMF-Equities\BBASX193,"BBASE       ON   18,94"
B3SAD128,BVMF-Equities\B3SAD128,"B3SAE   /EJ ON   12,68"
B3SAP128,BVMF-Equities\B3SAP128,"B3SAE   /EJ ON   12,68"
USIME700,BVMF-Equities\USIME700,"USIM        PNA   7,00"
USIMQ900,BVMF-Equities\USIMQ900,"USIME       PNA   9,00"
USIMQ700,BVMF-Equities\USIMQ700,"USIME       PNA   7,00"
USIME900,BVMF-Equities\USIME900,"USIM        PNA   9,00"
USIMQ800,BVMF-Equities\USIMQ800,"USIME       PNA   8,00"
BBASL353,BVMF-Equities\BBASL353,"BBASE       ON   34,94"
B3SAK160,BVMF-Equities\B3SAK160,"B3SA    /EJ ON   15,89"
USIME800,BVMF-Equities\USIME800,"USIM        PNA   8,00"
BBASI280E,BVMF-Equities\BBASI280E,"BBAS        ON   27,68"
B3SAW160,BVMF-Equities\B3SAW160,"B3SAE   /EJ ON   15,89"
B3SAB795E,BVMF-Equities\B3SAB795E,"B3SA    /EJ ON    7,82"
BBASI27E,BVMF-Equities\BBASI27E,"BBAS        ON   27,18"
BBASX353,BVMF-Equities\BBASX353,"BBASE       ON   34,94"
B3SAK160E,BVMF-Equities\B3SAK160E,"B3SA    /EJ ON   15,89"
B3SAL119,BVMF-Equities\B3SAL119,"B3SAE   /EJ ON   11,77"
BBASU167,BVMF-Equities\BBASU167,"BBASE       ON   16,43"
B3SAI154,BVMF-Equities\B3SAI154,"B3SAE       ON   15,38"
B3SAX119,BVMF-Equities\B3SAX119,"B3SAE   /EJ ON   11,77"
BBASI167,BVMF-Equities\BBASI167,"BBASE       ON   16,43"
B3SAU154,BVMF-Equities\B3SAU154,"B3SAE       ON   15,38"
BBASW242,BVMF-Equities\BBASW242,"BBASE       ON   23,92"
BBASW245,BVMF-Equities\BBASW245,"BBASE       ON   24,17"
BBASK245,BVMF-Equities\BBASK245,"BBASE       ON   24,17"
BBASK242,BVMF-Equities\BBASK242,"BBAS        ON   23,92"
BBASU340,BVMF-Equities\BBASU340,"BBASE       ON   33,68"
USIMU242,BVMF-Equities\USIMU242,"USIME       PNA   2,42"
BBASU350,BVMF-Equities\BBASU350,"BBASE       ON   34,68"
BBASL290E,BVMF-Equities\BBASL290E,"BBAS        ON   28,69"
HAPVI840,BVMF-Equities\HAPVI840,"HAPV        ON  126,00"
CVCBU130,BVMF-Equities\CVCBU130,"CVCBE       ON    1,30"
HAPVI140,BVMF-Equities\HAPVI140,"HAPV        ON   21,00"
BBASI340,BVMF-Equities\BBASI340,"BBAS        ON   33,68"
CVCBU820,BVMF-Equities\CVCBU820,"CVCBE       ON    8,20"
CVCBI620,BVMF-Equities\CVCBI620,"CVCB        ON    6,20"
BBASI350,BVMF-Equities\BBASI350,"BBAS        ON   34,68"
HAPVU540,BVMF-Equities\HAPVU540,"HAPVE       ON   81,00"
CVCBI520,BVMF-Equities\CVCBI520,"CVCB        ON    5,20"
USIMI420,BVMF-Equities\USIMI420,"USIME       PNA   0,42"
HAPVU140,BVMF-Equities\HAPVU140,"HAPVE       ON   21,00"
USIMI142,BVMF-Equities\USIMI142,"USIME       PNA   1,42"
HAPVU740,BVMF-Equities\HAPVU740,"HAPVE       ON  111,00"
USIMU942,BVMF-Equities\USIMU942,"USIME       PNA   9,42"
USIMI242,BVMF-Equities\USIMI242,"USIME       PNA   2,42"
CVCBU620,BVMF-Equities\CVCBU620,"CVCBE       ON    6,20"
CVCBI330,BVMF-Equities\CVCBI330,"CVCB        ON    3,30"
CVCBI430,BVMF-Equities\CVCBI430,"CVCB        ON    4,30"
USIMU142,BVMF-Equities\USIMU142,"USIME       PNA   1,42"
HAPVU400,BVMF-Equities\HAPVU400,"HAPVE       ON    6,00"
CVCBU300,BVMF-Equities\CVCBU300,"CVCBE       ON    0,30"
CVCBU330,BVMF-Equities\CVCBU330,"CVCBE       ON    3,30"
HAPVI400,BVMF-Equities\HAPVI400,"HAPV        ON    6,00"
USIMI342,BVMF-Equities\USIMI342,"USIME       PNA   3,42"
HAPVU340,BVMF-Equities\HAPVU340,"HAPVE       ON   51,00"
CVCBI300,BVMF-Equities\CVCBI300,"CVCB        ON    0,30"
HAPVU840,BVMF-Equities\HAPVU840,"HAPVE       ON  126,00"
HAPVI540,BVMF-Equities\HAPVI540,"HAPV        ON   81,00"
HAPVI340,BVMF-Equities\HAPVI340,"HAPV        ON   51,00"
HAPVI640,BVMF-Equities\HAPVI640,"HAPV        ON   96,00"
HAPVU440,BVMF-Equities\HAPVU440,"HAPVE       ON   66,00"
CVCBI130,BVMF-Equities\CVCBI130,"CVCB        ON    1,30"
CVCBI820,BVMF-Equities\CVCBI820,"CVCB        ON    8,20"
HAPVI440,BVMF-Equities\HAPVI440,"HAPV        ON   66,00"
USIMI942,BVMF-Equities\USIMI942,"USIM        PNA   9,42"
CVCBU520,BVMF-Equities\CVCBU520,"CVCBE       ON    5,20"
CVCBI720,BVMF-Equities\CVCBI720,"CVCB        ON    7,20"
USIMU342,BVMF-Equities\USIMU342,"USIME       PNA   3,42"
USIMU442,BVMF-Equities\USIMU442,"USIME       PNA   4,42"
USIMU420,BVMF-Equities\USIMU420,"USIME       PNA   0,42"
HAPVU640,BVMF-Equities\HAPVU640,"HAPVE       ON   96,00"
CVCBU430,BVMF-Equities\CVCBU430,"CVCBE       ON    4,30"
BBASH27,BVMF-Equities\BBASH27,"BBASE       ON   27,61"
CVCBU720,BVMF-Equities\CVCBU720,"CVCBE       ON    7,20"
HAPVI740,BVMF-Equities\HAPVI740,"HAPV        ON  111,00"
USIMI442,BVMF-Equities\USIMI442,"USIME       PNA   4,42"
HAPVB350E,BVMF-Equities\HAPVB350E,"HAPV        ON   52,50"
USIMJ522,BVMF-Equities\USIMJ522,"USIME       PNA   5,22"
B3SAI122E,BVMF-Equities\B3SAI122E,"B3SA        ON   12,13"
USIMV522,BVMF-Equities\USIMV522,"USIME       PNA   5,22"
BBASI270E,BVMF-Equities\BBASI270E,"BBAS        ON   26,68"
BBAST27,BVMF-Equities\BBAST27,"BBASE       ON   27,61"
BBASU332,BVMF-Equities\BBASU332,"BBASE       ON   32,93"
BBASJ244E,BVMF-Equities\BBASJ244E,"BBAS        ON   24,07"
USIMI582E,BVMF-Equities\USIMI582E,"USIM        PNA   5,82"
HAPVU270,BVMF-Equities\HAPVU270,"HAPVE       ON   40,50"
CVCBI200E,BVMF-Equities\CVCBI200E,"CVCB        ON    2,00"
BBASL230E,BVMF-Equities\BBASL230E,"BBAS        ON   22,69"
BBASI332,BVMF-Equities\BBASI332,"BBASE       ON   32,93"
BBASL260E,BVMF-Equities\BBASL260E,"BBAS        ON   25,69"
B3SAU149,BVMF-Equities\B3SAU149,"B3SAE       ON   14,88"
B3SAI149,BVMF-Equities\B3SAI149,"B3SAE       ON   14,88"
BBASI235E,BVMF-Equities\BBASI235E,"BBAS        ON   23,18"
HAPVI270,BVMF-Equities\HAPVI270,"HAPV        ON   40,50"
CVCBI330E,BVMF-Equities\CVCBI330E,"CVCB        ON    3,30"
BBASI255E,BVMF-Equities\BBASI255E,"BBAS        ON   25,18"
BBASJ284E,BVMF-Equities\BBASJ284E,"BBAS        ON   28,07"
BBASL28E,BVMF-Equities\BBASL28E,"BBAS        ON   27,69"
B3SAK112,BVMF-Equities\B3SAK112,"B3SAE   /EJ ON   11,14"
HAPVI270E,BVMF-Equities\HAPVI270E,"HAPV        ON   40,50"
B3SAW112,BVMF-Equities\B3SAW112,"B3SAE   /EJ ON   11,14"
USIME900E,BVMF-Equities\USIME900E,"USIM        PNA   9,00"
BBASK252E,BVMF-Equities\BBASK252E,"BBAS        ON   24,92"
BBASW940,BVMF-Equities\BBASW940,"BBASE       ON   93,67"
BBASI295E,BVMF-Equities\BBASI295E,"BBAS        ON   29,18"
BBASX939,BVMF-Equities\BBASX939,"BBASE       ON   93,69"
BBASV941,BVMF-Equities\BBASV941,"BBASE       ON   93,82"
BBASJ304E,BVMF-Equities\BBASJ304E,"BBAS        ON   30,07"
BBASK940,BVMF-Equities\BBASK940,"BBASE       ON   93,67"
BBASI24E,BVMF-Equities\BBASI24E,"BBAS        ON   24,18"
BBASJ941,BVMF-Equities\BBASJ941,"BBASE       ON   93,82"
BBASL265E,BVMF-Equities\BBASL265E,"BBAS        ON   26,19"
BBASL939,BVMF-Equities\BBASL939,"BBAS        ON   93,69"
BBASJ259E,BVMF-Equities\BBASJ259E,"BBAS        ON   25,57"
HAPVI140E,BVMF-Equities\HAPVI140E,"HAPV        ON   21,00"
HAPVI315,BVMF-Equities\HAPVI315,"HAPVE       ON   47,25"
HAPVU315,BVMF-Equities\HAPVU315,"HAPVE       ON   47,25"
BBASJ269E,BVMF-Equities\BBASJ269E,"BBAS        ON   26,57"
BBASK287E,BVMF-Equities\BBASK287E,"BBAS        ON   28,42"
HAPVK600E,BVMF-Equities\HAPVK600E,"HAPV        ON   90,00"
USIME700E,BVMF-Equities\USIME700E,"USIM        PNA   7,00"
BBASK267E,BVMF-Equities\BBASK267E,"BBAS        ON   26,42"
B3SAD120,BVMF-Equities\B3SAD120,"B3SAE   /EJ ON   11,94"
B3SAP120,BVMF-Equities\B3SAP120,"B3SAE   /EJ ON   11,94"
BBASI265E,BVMF-Equities\BBASI265E,"BBAS        ON   26,18"
HAPVK400E,BVMF-Equities\HAPVK400E,"HAPV        ON   60,00"
USIME800E,BVMF-Equities\USIME800E,"USIM        PNA   8,00"
BBASI320E,BVMF-Equities\BBASI320E,"BBAS        ON   31,68"
BBASI340E,BVMF-Equities\BBASI340E,"BBAS        ON   33,68"
BBASI230E,BVMF-Equities\BBASI230E,"BBAS        ON   22,68"
BBASJ254E,BVMF-Equities\BBASJ254E,"BBAS        ON   25,07"
BBASI325E,BVMF-Equities\BBASI325E,"BBAS        ON   32,18"
B3SAW117,BVMF-Equities\B3SAW117,"B3SAE   /EJ ON   11,64"
B3SAK117,BVMF-Equities\B3SAK117,"B3SAE   /EJ ON   11,64"
BBASJ299E,BVMF-Equities\BBASJ299E,"BBAS        ON   29,57"
BBASI350E,BVMF-Equities\BBASI350E,"BBAS        ON   34,68"
BBASA181E,BVMF-Equities\BBASA181E,"BBAS        ON   17,27"
B3SAU194,BVMF-Equities\B3SAU194,"B3SAE       ON   19,38"
BBASJ249E,BVMF-Equities\BBASJ249E,"BBAS        ON   24,57"
BBASL270E,BVMF-Equities\BBASL270E,"BBAS        ON   26,69"
B3SAU174,BVMF-Equities\B3SAU174,"B3SAE       ON   17,38"
B3SAI174,BVMF-Equities\B3SAI174,"B3SAE       ON   17,38"
B3SAI194,BVMF-Equities\B3SAI194,"B3SAE       ON   19,38"
B3SAU184,BVMF-Equities\B3SAU184,"B3SAE       ON   18,38"
B3SAI184,BVMF-Equities\B3SAI184,"B3SAE       ON   18,38"
B3SAI204,BVMF-Equities\B3SAI204,"B3SAE       ON   20,38"
USIMI522,BVMF-Equities\USIMI522,"USIME       PNA   5,22"
BBASW232,BVMF-Equities\BBASW232,"BBASE       ON   22,92"
BBASK232,BVMF-Equities\BBASK232,"BBAS  FM    ON   22,92"
USIMU522,BVMF-Equities\USIMU522,"USIME       PNA   5,22"
BBASI140,BVMF-Equities\BBASI140,"BBAS        ON   13,68"
B3SAU204,BVMF-Equities\B3SAU204,"B3SAE       ON   20,38"
BBASU355,BVMF-Equities\BBASU355,"BBASE       ON   35,18"
BBASI185,BVMF-Equities\BBASI185,"BBAS        ON   18,18"
BBASL255E,BVMF-Equities\BBASL255E,"BBAS        ON   25,19"
B3SAI684,BVMF-Equities\B3SAI684,"B3SA        ON    6,78"
B3SAU176,BVMF-Equities\B3SAU176,"B3SAE       ON   17,63"
BBASU165,BVMF-Equities\BBASU165,"BBASE       ON   16,18"
B3SAI141,BVMF-Equities\B3SAI141,"B3SA        ON   14,13"
B3SAU684,BVMF-Equities\B3SAU684,"B3SAE       ON    6,78"
B3SAI186,BVMF-Equities\B3SAI186,"B3SA        ON   18,63"
B3SAU704,BVMF-Equities\B3SAU704,"B3SAE       ON    6,98"
BBASU175,BVMF-Equities\BBASU175,"BBASE       ON   17,18"
B3SAI231,BVMF-Equities\B3SAI231,"B3SA        ON   23,13"
B3SAI166,BVMF-Equities\B3SAI166,"B3SA        ON   16,63"
B3SAI146,BVMF-Equities\B3SAI146,"B3SA        ON   14,63"
BBASI180,BVMF-Equities\BBASI180,"BBAS        ON   17,68"
B3SAU146,BVMF-Equities\B3SAU146,"B3SAE       ON   14,63"
B3SAI201,BVMF-Equities\B3SAI201,"B3SA        ON   20,13"
BBASU180,BVMF-Equities\BBASU180,"BBASE       ON   17,68"
B3SAU231,BVMF-Equities\B3SAU231,"B3SAE       ON   23,13"
B3SAI156,BVMF-Equities\B3SAI156,"B3SA        ON   15,63"
B3SAI191,BVMF-Equities\B3SAI191,"B3SA        ON   19,13"
B3SAI221,BVMF-Equities\B3SAI221,"B3SA        ON   22,13"
B3SAI171,BVMF-Equities\B3SAI171,"B3SA        ON   17,13"
B3SAI206,BVMF-Equities\B3SAI206,"B3SA        ON   20,63"
B3SAU744,BVMF-Equities\B3SAU744,"B3SAE       ON    7,38"
B3SAI181,BVMF-Equities\B3SAI181,"B3SA        ON   18,13"
BBASU370,BVMF-Equities\BBASU370,"BBASE       ON   36,68"
B3SAU724,BVMF-Equities\B3SAU724,"B3SAE       ON    7,18"
B3SAU156,BVMF-Equities\B3SAU156,"B3SAE       ON   15,63"
B3SAI784,BVMF-Equities\B3SAI784,"B3SA        ON    7,78"
B3SAI196,BVMF-Equities\B3SAI196,"B3SA        ON   19,63"
B3SAI176,BVMF-Equities\B3SAI176,"B3SA        ON   17,63"
BBASU185,BVMF-Equities\BBASU185,"BBASE       ON   18,18"
B3SAU161,BVMF-Equities\B3SAU161,"B3SAE       ON   16,13"
BBASU365,BVMF-Equities\BBASU365,"BBASE       ON   36,18"
B3SAI884,BVMF-Equities\B3SAI884,"B3SA        ON    8,78"
B3SAU171,BVMF-Equities\B3SAU171,"B3SAE       ON   17,13"
B3SAI664,BVMF-Equities\B3SAI664,"B3SA        ON    6,58"
BBASI155,BVMF-Equities\BBASI155,"BBAS        ON   15,18"
BBASI370,BVMF-Equities\BBASI370,"BBAS        ON   36,68"
BBASU36,BVMF-Equities\BBASU36,"BBASE       ON   35,68"
B3SAI216,BVMF-Equities\B3SAI216,"B3SA        ON   21,63"
BBASI150,BVMF-Equities\BBASI150,"BBAS        ON   14,68"
B3SAU196,BVMF-Equities\B3SAU196,"B3SAE       ON   19,63"
B3SAU201,BVMF-Equities\B3SAU201,"B3SAE       ON   20,13"
B3SAU191,BVMF-Equities\B3SAU191,"B3SAE       ON   19,13"
B3SAI764,BVMF-Equities\B3SAI764,"B3SA        ON    7,58"
B3SAU664,BVMF-Equities\B3SAU664,"B3SAE       ON    6,58"
B3SAU186,BVMF-Equities\B3SAU186,"B3SAE       ON   18,63"
BBASI160,BVMF-Equities\BBASI160,"BBAS        ON   15,68"
B3SAU764,BVMF-Equities\B3SAU764,"B3SAE       ON    7,58"
B3SAU211,BVMF-Equities\B3SAU211,"B3SAE       ON   21,13"
B3SAI824,BVMF-Equities\B3SAI824,"B3SA        ON    8,18"
B3SAU221,BVMF-Equities\B3SAU221,"B3SAE       ON   22,13"
B3SAU206,BVMF-Equities\B3SAU206,"B3SAE       ON   20,63"
BBASI345,BVMF-Equities\BBASI345,"BBAS        ON   34,18"
BBASI365,BVMF-Equities\BBASI365,"BBAS        ON   36,18"
B3SAU141,BVMF-Equities\B3SAU141,"B3SAE       ON   14,13"
B3SAU924,BVMF-Equities\B3SAU924,"B3SAE       ON    9,18"
BBASI335,BVMF-Equities\BBASI335,"BBAS        ON   33,18"
BBASU155,BVMF-Equities\BBASU155,"BBASE       ON   15,18"
B3SAU144,BVMF-Equities\B3SAU144,"B3SAE       ON   14,38"
BBASU145,BVMF-Equities\BBASU145,"BBASE       ON   14,18"
B3SAI211,BVMF-Equities\B3SAI211,"B3SA        ON   21,13"
BBASI36,BVMF-Equities\BBASI36,"BBAS        ON   35,68"
BBASI355,BVMF-Equities\BBASI355,"BBAS        ON   35,18"
B3SAU864,BVMF-Equities\B3SAU864,"B3SAE       ON    8,58"
B3SAU884,BVMF-Equities\B3SAU884,"B3SAE       ON    8,78"
B3SAI744,BVMF-Equities\B3SAI744,"B3SA        ON    7,38"
B3SAI864,BVMF-Equities\B3SAI864,"B3SA        ON    8,58"
B3SAU804,BVMF-Equities\B3SAU804,"B3SAE       ON    7,98"
BBASK242E,BVMF-Equities\BBASK242E,"BBAS        ON   23,92"
B3SAU164,BVMF-Equities\B3SAU164,"B3SAE       ON   16,38"
BBASU330,BVMF-Equities\BBASU330,"BBASE       ON   32,68"
BBASU140,BVMF-Equities\BBASU140,"BBASE       ON   13,68"
B3SAI704,BVMF-Equities\B3SAI704,"B3SA        ON    6,98"
BBASI175,BVMF-Equities\BBASI175,"BBAS        ON   17,18"
BBASI170,BVMF-Equities\BBASI170,"BBAS        ON   16,68"
BBASU150,BVMF-Equities\BBASU150,"BBASE       ON   14,68"
B3SAU784,BVMF-Equities\B3SAU784,"B3SAE       ON    7,78"
B3SAU904,BVMF-Equities\B3SAU904,"B3SAE       ON    8,98"
B3SAI844,BVMF-Equities\B3SAI844,"B3SA        ON    8,38"
B3SAU824,BVMF-Equities\B3SAU824,"B3SAE       ON    8,18"
B3SAU151,BVMF-Equities\B3SAU151,"B3SAE       ON   15,13"
BBASU335,BVMF-Equities\BBASU335,"BBASE       ON   33,18"
BBASI330,BVMF-Equities\BBASI330,"BBAS        ON   32,68"
B3SAI144,BVMF-Equities\B3SAI144,"B3SAE       ON   14,38"
B3SAU181,BVMF-Equities\B3SAU181,"B3SAE       ON   18,13"
B3SAI164,BVMF-Equities\B3SAI164,"B3SAE       ON   16,38"
B3SAI724,BVMF-Equities\B3SAI724,"B3SA        ON    7,18"
BBASI165,BVMF-Equities\BBASI165,"BBAS        ON   16,18"
B3SAI804,BVMF-Equities\B3SAI804,"B3SA        ON    7,98"
B3SAU844,BVMF-Equities\B3SAU844,"B3SAE       ON    8,38"
B3SAI904,BVMF-Equities\B3SAI904,"B3SA        ON    8,98"
BBASU170,BVMF-Equities\BBASU170,"BBASE       ON   16,68"
B3SAI161,BVMF-Equities\B3SAI161,"B3SA        ON   16,13"
B3SAI924,BVMF-Equities\B3SAI924,"B3SA        ON    9,18"
BBASI145,BVMF-Equities\BBASI145,"BBAS        ON   14,18"
BBASU160,BVMF-Equities\BBASU160,"BBASE       ON   15,68"
B3SAI151,BVMF-Equities\B3SAI151,"B3SA        ON   15,13"
B3SAU166,BVMF-Equities\B3SAU166,"B3SAE       ON   16,63"
B3SAI104,BVMF-Equities\B3SAI104,"B3SAE       ON   10,38"
CVCBF499,BVMF-Equities\CVCBF499,"CVCB        ON    5,00"
B3SAU216,BVMF-Equities\B3SAU216,"B3SAE       ON   21,63"
BBASU345,BVMF-Equities\BBASU345,"BBASE       ON   34,18"
BBASL225E,BVMF-Equities\BBASL225E,"BBAS        ON   22,19"
BBASU135,BVMF-Equities\BBASU135,"BBASE       ON   13,18"
CVCBI130E,BVMF-Equities\CVCBI130E,"CVCB        ON    1,30"
BBASI215E,BVMF-Equities\BBASI215E,"BBAS        ON   21,18"
HAPVU900,BVMF-Equities\HAPVU900,"HAPVE       ON  135,00"
HAPVI900,BVMF-Equities\HAPVI900,"HAPV        ON  135,00"
BBASI135,BVMF-Equities\BBASI135,"BBAS        ON   13,18"
BBASI185E,BVMF-Equities\BBASI185E,"BBAS        ON   18,18"
BBASF270,BVMF-Equities\BBASF270,"BBASE       ON   26,69"
BBASU130,BVMF-Equities\BBASU130,"BBASE       ON   12,68"
B3SAU106,BVMF-Equities\B3SAU106,"B3SAE       ON   10,63"
B3SAI109,BVMF-Equities\B3SAI109,"B3SAE       ON   10,88"
BBASO269,BVMF-Equities\BBASO269,"BBASE       ON   26,57"
BBASR270,BVMF-Equities\BBASR270,"BBASE       ON   26,69"
BBASC269,BVMF-Equities\BBASC269,"BBASE       ON   26,57"
BBASL245E,BVMF-Equities\BBASL245E,"BBAS        ON   24,19"
B3SAI106,BVMF-Equities\B3SAI106,"B3SA        ON   10,63"
BBASI130,BVMF-Equities\BBASI130,"BBAS        ON   12,68"
BBASI130E,BVMF-Equities\BBASI130E,"BBAS        ON   12,68"
B3SAU109,BVMF-Equities\B3SAU109,"B3SAE       ON   10,88"
B3SAR159,BVMF-Equities\B3SAR159,"B3SAE   /EJ ON   15,87"
CVCBR399,BVMF-Equities\CVCBR399,"CVCBE       ON    4,00"
B3SAR139,BVMF-Equities\B3SAR139,"B3SAE   /EJ ON   13,87"
BBASL240E,BVMF-Equities\BBASL240E,"BBAS        ON   23,69"
B3SAR13,BVMF-Equities\B3SAR13,"B3SAE   /EJ ON   12,87"
B3SAF149,BVMF-Equities\B3SAF149,"B3SA    /EJ ON   14,87"
CVCBR299,BVMF-Equities\CVCBR299,"CVCBE       ON    3,00"
B3SAF139,BVMF-Equities\B3SAF139,"B3SA    /EJ ON   13,87"
CVCBF449,BVMF-Equities\CVCBF449,"CVCB        ON    4,50"
B3SAR149,BVMF-Equities\B3SAR149,"B3SAE   /EJ ON   14,87"
B3SAU104,BVMF-Equities\B3SAU104,"B3SAE       ON   10,38"
B3SAF159,BVMF-Equities\B3SAF159,"B3SA    /EJ ON   15,87"
B3SAF13,BVMF-Equities\B3SAF13,"B3SA    /EJ ON   12,87"
CVCBF399,BVMF-Equities\CVCBF399,"CVCB        ON    4,00"
B3SAU214,BVMF-Equities\B3SAU214,"B3SAE       ON   21,38"
CVCBF349,BVMF-Equities\CVCBF349,"CVCB        ON    3,50"
CVCBR349,BVMF-Equities\CVCBR349,"CVCBE       ON    3,50"
CVCBR499,BVMF-Equities\CVCBR499,"CVCBE       ON    5,00"
B3SAI214,BVMF-Equities\B3SAI214,"B3SAE       ON   21,38"
BBASI250E,BVMF-Equities\BBASI250E,"BBAS        ON   24,68"
HAPVU280,BVMF-Equities\HAPVU280,"HAPVE       ON   42,00"
HAPVW280,BVMF-Equities\HAPVW280,"HAPVE       ON   42,00"
HAPVK280,BVMF-Equities\HAPVK280,"HAPV        ON   42,00"
CVCBF299,BVMF-Equities\CVCBF299,"CVCB        ON    3,00"
CVCBR449,BVMF-Equities\CVCBR449,"CVCBE       ON    4,50"
CVCBI210,BVMF-Equities\CVCBI210,"CVCB        ON    2,10"
CVCBI230,BVMF-Equities\CVCBI230,"CVCB        ON    2,30"
CVCBU310,BVMF-Equities\CVCBU310,"CVCBE       ON    3,10"
BBASI225E,BVMF-Equities\BBASI225E,"BBAS        ON   22,18"
HAPVI290,BVMF-Equities\HAPVI290,"HAPV        ON   43,50"
CVCBI240,BVMF-Equities\CVCBI240,"CVCB        ON    2,40"
CVCBU210,BVMF-Equities\CVCBU210,"CVCBE       ON    2,10"
CVCBI249,BVMF-Equities\CVCBI249,"CVCB        ON    2,50"
HAPVI260,BVMF-Equities\HAPVI260,"HAPV        ON   39,00"
HAPVI299,BVMF-Equities\HAPVI299,"HAPV        ON   45,00"
HAPVU299,BVMF-Equities\HAPVU299,"HAPVE       ON   45,00"
